starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 28 20:15:46 2022	1651176946	7	19	26	19
Thu Apr 28 20:15:46 2022	1651176946	7	19	27	19
Thu Apr 28 20:15:46 2022	1651176946	7	19	27	19
Thu Apr 28 20:15:46 2022	1651176946	7	19	27	19
Thu Apr 28 20:15:46 2022	1651176946	8	19	27	19
Thu Apr 28 20:15:46 2022	1651176946	8	19	27	19
Thu Apr 28 20:15:46 2022	1651176946	8	19	27	19
Thu Apr 28 20:15:46 2022	1651176946	8	19	27	19
Thu Apr 28 20:15:46 2022	1651176946	8	19	27	19
Thu Apr 28 20:15:46 2022	1651176946	8	19	27	19
Thu Apr 28 20:15:46 2022	1651176946	8	19	27	19
Thu Apr 28 20:15:46 2022	1651176946	8	19	27	19
Thu Apr 28 20:15:46 2022	1651176946	8	19	27	19
Thu Apr 28 20:15:46 2022	1651176946	8	19	27	19
Thu Apr 28 20:15:46 2022	1651176946	1	26	27	26
Thu Apr 28 20:15:46 2022	1651176946	1	26	27	26
Thu Apr 28 20:15:46 2022	1651176946	1	26	27	26
Thu Apr 28 20:15:46 2022	1651176946	1	26	27	26
Thu Apr 28 20:15:46 2022	1651176946	1	26	27	26
Thu Apr 28 20:15:46 2022	1651176946	1	26	27	26
Thu Apr 28 20:15:46 2022	1651176946	1	26	27	26
Thu Apr 28 20:15:46 2022	1651176946	1	26	27	26
Thu Apr 28 20:15:46 2022	1651176946	1	26	27	26
Thu Apr 28 20:15:45 2022	1651176945	8	24	32	17
Thu Apr 28 20:15:45 2022	1651176945	8	24	32	17
Thu Apr 28 20:15:45 2022	1651176945	8	24	32	17
Thu Apr 28 20:15:45 2022	1651176945	8	24	32	17
Thu Apr 28 20:15:45 2022	1651176945	8	24	32	17
Thu Apr 28 20:15:45 2022	1651176945	8	24	32	17
Thu Apr 28 20:15:45 2022	1651176945	8	24	32	17
Thu Apr 28 20:15:45 2022	1651176945	8	24	32	17
Thu Apr 28 20:15:45 2022	1651176945	8	24	32	17
Thu Apr 28 20:15:45 2022	1651176945	8	24	32	17
Thu Apr 28 20:15:45 2022	1651176945	8	24	32	17
Thu Apr 28 20:15:45 2022	1651176945	8	24	32	17
Thu Apr 28 20:15:45 2022	1651176945	7	26	33	24
Thu Apr 28 20:15:45 2022	1651176945	7	26	33	24
Thu Apr 28 20:15:45 2022	1651176945	7	26	33	24
Thu Apr 28 20:15:45 2022	1651176945	7	26	33	24
Thu Apr 28 20:15:45 2022	1651176945	7	26	33	24
Thu Apr 28 20:15:45 2022	1651176945	7	26	33	24
Thu Apr 28 20:15:45 2022	1651176945	7	26	33	24
