starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 28 19:00:12 2022	1651172412	7	31	38	31
Thu Apr 28 19:00:12 2022	1651172412	0	38	38	37
Thu Apr 28 19:00:12 2022	1651172412	1	37	38	37
Thu Apr 28 19:00:13 2022	1651172413	1	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	1	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	1	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	1	38	38	37
Thu Apr 28 19:00:12 2022	1651172412	1	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	1	38	38	38
Thu Apr 28 19:00:12 2022	1651172412	1	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	1	38	38	38
Thu Apr 28 19:00:12 2022	1651172412	1	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	1	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	1	38	38	38
Thu Apr 28 19:00:12 2022	1651172412	1	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	1	38	39	38
Thu Apr 28 19:00:12 2022	1651172412	1	38	39	37
Thu Apr 28 19:00:12 2022	1651172412	1	37	39	37
Thu Apr 28 19:00:12 2022	1651172412	1	38	39	38
Thu Apr 28 19:00:12 2022	1651172412	1	38	39	38
Thu Apr 28 19:00:12 2022	1651172412	3	36	39	36
Thu Apr 28 19:00:12 2022	1651172412	1	38	39	38
Thu Apr 28 19:00:12 2022	1651172412	0	39	39	39
Thu Apr 28 19:00:12 2022	1651172412	1	38	39	38
